bhk,price,price_fmt,locality,developer,project,area_sqft,possession,nearest_railway,nearest_hospital,nearest_market,city
4,105000000,10.50 Cr,Prabhadevi,Rustomjee,a well-connected area of Prabhadevi,,ready to move,,Pandit Madan Mohan Malvia Central Hospital,R City Mall,Mumbai
2,15129000,1.51 Cr,Borivali West,Sethia Infrastructure,,,ready to move,Borivali (West) Metro Station|5 minutes,Arihant and BHC Hospital,D-Victorian Mall,Mumbai
3,6436000,64.4 Lac,Vasai East,JSB Group,,,dec '27,Vasai (E) Bus Stop,IASIS HOSPITAL,Bhajanlal Dairy Farm,Mumbai
1,10872000,1.08 Cr,Charkop,Hum Developers Private Limited,,,dec '31,P. Thackeray Nagar Bus Stop,Apex Hospitals Mulund,R Galleria,Mumbai
3,30304000,3.03 Cr,Marol,Hill View Developers,Hill View Crest Oaks,,dec '27,Marol Naka Metro Station|5 minutes,DR. F. F. Pardiwala,Phoenix Marketcity Mall,Mumbai
3,110000000,11 Cr,Lower Parel,India Bulls Real Estate Ltd..,,2912.0,ready to move,Lower Parel Metro Station|5 minutes,Siddhachal Hospitals,Lifestyle,Mumbai
3,70000000,7 Cr,Santacruz West,Arkade Group,Santacruz West,,Jul '26,Santacruz Police Station \u002F V.P. Road Bus Stop,Surya Multispeciality Hospital,Milan Mall,Mumbai
3,98700000,9.87 Cr,Matunga East,Godrej Properties,,,Jun '27,Matunga Station (W) Bus Stop,Hinduja Hospital,Arya Bhavan,Mumbai
2,15700000,1.57 Cr,Maratha Colony Dahisar,N Rose Developers Pvt. Ltd.,a well-connected area of Maratha Colony Dahisar,647.0,Sep '26,,Kerala Ayuvedashram,,Mumbai
1,10828400,1.08 Cr,Chembur,Chandak Group,,,Dec '30,Chembur Camp Bus Stop,Mangal Anand Hospital,Cubic Mall,Mumbai
2,19000000,1.90 Cr,Powai,Hiranandani Group,,,ready to move,Jama Masjid Bus Stop,Dr. L H. Hiranandani Hospital,Haiko Mall,Mumbai
1,11000000,1.10 Cr,Mulund East,Swastik Realtors,Swastik Divine,438.0,Dec '26,Mulund (E) Bus Stop,Ashirvad Criticare Multispeciality Hospital,A - Mart Super Market,Mumbai
3,25000000,2.50 Cr,Bhandup,Arkade Group,,912.0,Dec '28,Nahur Railway Station,Shayle Nursing Home,Dream The Mall,Mumbai
2,36000000,3.60 Cr,Dadar West,Colo Color Private Limited,Colo Color Sigma Garnet,818.0,Dec '27,Dadar Metro Station|5 minutes,Yashothan Hospital,Star Mall,Mumbai
1,10800000,1.08 Cr,Lokhandwala Township,Godrej Properties,,,Dec '29,,Apex Hospital,Centrium Mall,Mumbai
2,76500000,7.65 Cr,Worli,Birla Estates Private Limited,,850.0,Mar '27,Worli Metro Station|5 minutes,Shobha Hospital,Atria Millennium Mall,Mumbai
2,16932910,1.69 Cr,Goregaon East,Ranbir Developers,Ranbir Green Path which is a 1 years old construction,628.0,Mar '27,Aarey Metro Station|5 minutes,Nalini Speciality Hospital,Oberoi Mall,Mumbai
1,6500000,65 Lac,Vinay Nagar,JP Infra,,450.0,Dec '28,Mira Road Railway Station,Adcare,,Mumbai
2,75768000,7.57 Cr,902 sqft,Ashwin Sheth Group & Y M Infra,,,Dec '29,,,,Mumbai
1,7900000,79 Lac,Lokhandwala Township,Paton and Darshan Developers,Lokhandwala Township,323.0,Sep '26,,Apex Hospital,Centrium Mall,Mumbai
3,50000000,5 Cr,Santacruz West,Hari Builders,,1240.0,ready to move,Santacruz Police Station \u002F V.P. Road Bus Stop,Surya Hospital,Rare Earth,Mumbai
3,46800000,4.68 Cr,Sion West,K Raheja Corp,,1126.0,Sep '27,,,,Mumbai
1,11500000,1.15 Cr,Chembur,Paradigm Realty,,405.0,Dec '26,Chembur Camp Bus Stop,"Zen Multi Speciality Hospital, Chembur, Mumbai",Cubic Mall,Mumbai
2,22200000,2.22 Cr,Andheri East,Dynamix Group,,795.0,Aug '27,"Andheri metro station, Mumbai|5 minutes",SevenHills Hospital,Phoenix Marketcity Mall,Mumbai
4,74453625,7.44 Cr,Malad West,Transcon Developers and Sheth Creators,Malad West is available for purchase at price of ₹7,,,Malad West Metro Station|5 minutes,Prem Kitchen And Bar,"Mothercare, Infiniti Mall",Mumbai
1,6900000,69 Lac,Mira Road,JP Infra,,416.0,Jun '27,Mira Road Railway Station,Dr Pravin Singh,"D Mart, Hatkesh Udhog Nagar",Mumbai
3,29790000,2.97 Cr,Kurla West,Kean Realty and Vanraaj PLS Group,Kurla West,,mar '28,Kurla Railway Station,Bmc Hospital,DMart miniMAX,Mumbai
2,37000000,3.70 Cr,Lokhandwala Complex,RNA NG Builders,Rna Ng Eclat,802.0,ready to move,,Kulkarni Hospital,,Mumbai
3,47500000,4.75 Cr,Kandivali East,Shapoorji Pallonji Real Estate,,,ready to move,Poisar Metro Station|5 minutes,City Multispeciality Hospital,Reliance Mall Borivali,Mumbai
2,21500000,2.15 Cr,Malad West,Atul Projects,,,ready to move,Malad West Metro Station|5 minutes,Adarsh Hospital,Nataraj Market,Mumbai
3,33500000,3.35 Cr,Mulund West,Maverick Realtors,,1055.0,ready to move,Mulund Depot Bus Stop,Siddharth Hospital,Sant Shree Mastaram Cycle,Mumbai
2,12900000,1.29 Cr,Sonapur,Godrej Properties,,,Dec '27,,,,Mumbai
3,35000000,3.50 Cr,Lal Baug,Unatti Builder,Veer Mahal which is a 23 years old construction,,ready to move,,,Roxy Mall,Mumbai
3,64000000,6.40 Cr,Dattapada,Oberoi Realty Ltd.,,1314.0,Jun '27,Rajendra Nagar Bus Stop,Galaxy Multispeciality Hospital,Thakur Mall Kandivali,Mumbai
2,33300000,3.33 Cr,Kanchpada,Transcon Developers and Sheth Creators,,,ready to move,,Prem Kitchen And Bar,,Mumbai
1,14500000,1.45 Cr,Mulund West,Kalpataru Ltd.,,478.0,ready to move,Santoshi Mata Mandir Bus Stop,Padmashree Endoscopy Center,Jawahar Talkies,Mumbai
2,19500000,1.95 Cr,700 sqft,Modi Group,,,Sep '26,Lower Malad Metro Station|5 minutes,Prarthana Hospital and ICU,InOrbit Mall,Mumbai
2,35000000,3.50 Cr,Goregaon East,Lodha Developers Limited,Goregaon East,,ready to move,Aarey Metro Station|5 minutes,Vishwakripa Hospital,Orchard Road Mall,Mumbai
2,18100000,1.81 Cr,Mulund West,Prestige Group,Mulund West,,dec '26,Panch Rasta,Siddharth Hospital,Jawahar Talkies,Mumbai
2,17600000,1.76 Cr,Evershine Nagar,AJMERA BOULEVARD PRIVATE LIMITED,Evershine Nagar,690.0,ready to move,,,,Mumbai
2,29500000,2.95 Cr,Ghatkopar East,Sanghvi Group,,880.0,ready to move,Ghatkopar Railway Station,Kamdar Nursing Home,Platinum Mall,Mumbai
4,308500000,30.85 Cr,3800 sqft,Twenty Five Downtown Realty Limited,,,ready to move,Mahalakshmi Railway Station,Srcc Hospital,,Mumbai
2,23500000,2.35 Cr,Malad East,K. Raheja Realty,,,ready to move,Malad Railway Station (E) Bus Stop,Millat Hospital,Eastern Mall,Mumbai
3,32500000,3.25 Cr,Malad West,Rajesh LifeSpaces,,1065.0,ready to move,Malad West Metro Station|5 minutes,Adarsh Hospital,Fbb,Mumbai
4,91200000,9.12 Cr,Lokhandwala Complex,K Raheja Corp,,1980.0,ready to move,,Kulkarni Hospital,,Mumbai
3,110000000,11 Cr,Mahalakshmi,Lokhandwala Infrastructure,Mahalakshmi,,ready to move,Sant Gadge Maharaj Monorail Station,All India Institute Of Physical Medicine And Rehabilitation,,Mumbai
3,70000000,7 Cr,Linking Road,Platinum Corp,,1080.0,ready to move,,Siddharth Sarvasadharan Hospital,Suburbia Mall,Mumbai
3,28500000,2.85 Cr,Malad West,Shakti and Group of Developer,,,ready to move,Malad West Metro Station|5 minutes,Prem Kitchen And Bar,Palm Court Shopping Complex,Mumbai
2,6600000,66 Lac,Virar West,Agarwal Group,,,ready to move,Bolinj Naka Bus Stop,Sankalpa Hospital,Big Bazaar,Mumbai
2,25000000,2.50 Cr,Andheri East,Dreamax Group,,,ready to move,"Andheri metro station, Mumbai|5 minutes",Ve Care Hospital,Star Market,Mumbai
2,19000000,1.90 Cr,Dadar East,New Look Developer,,525.0,ready to move,Dadar (E) Tt Circle Bus Stop,Dr Karvar Hospital,Hindmata Cinema,Mumbai
3,41000000,4.10 Cr,Mulund West,Lok Housing Group,,1670.0,ready to move,Mulund Depot Bus Stop,Padmashree Endoscopic Centre,Marathon Max Mall,Mumbai
3,25000000,2.50 Cr,Mulund East,Satguru Group,,1000.0,ready to move,Mulund (E) Bus Stop,Ashirvad Criticare Multispeciality Hospital,A - Mart Super Market,Mumbai
2,16500000,1.65 Cr,Veena Nagar,Seth Builders,,,ready to move,,,,Mumbai
2,23000000,2.30 Cr,Mulund East,Neelam Realtors Pvt. Ltd.,,700.0,ready to move,Mulund (E) Bus Stop,Ashirvad Criticare Multispeciality Hospital,A - Mart Super Market,Mumbai
2,14500000,1.45 Cr,Dahisar,Rajhans Constructions,,,ready to move,Dahisar Metro Station|5 minutes,,Thakur Mall,Mumbai
3,54000000,5.40 Cr,Parel,Siroya Constructions,,1200.0,ready to move,Sewree Naka Bus Stop,Santhashree Shantram Foundation Rajkamal Kalamandir Hospital,,Mumbai
1,20000000,2 Cr,Powai,Hiranandani Developers,,,ready to move,Kensington Sez-1 Bus Stop,Nihal Nursing,DMart,Mumbai
2,23500000,2.35 Cr,Kanjurmarg East,Runwal Enterprises,,693.0,ready to move,Bhandup Railway Station,Ankur Hospital,,Mumbai
3,39000000,3.90 Cr,Kurar Village,Omkar Realtors and Developers Pvt. Ltd.,a well-connected area of Kurar Village,,ready to move,,,,Mumbai
1,12420000,1.24 Cr,Azad Nagar,CHANDIWALA ENTERPRISES PVT LTD,,,Dec '30,,,,Mumbai
3,25500000,2.55 Cr,Mulund West,Nirmal Lifestyle,Nirmal City Of Joy,960.0,ready to move,Santoshi Mata Mandir Bus Stop,Upasani Super Speciality Hospital,Dream Mall,Mumbai
3,70000000,7 Cr,Hiranandani Gardens,Hiranandani Group,Hiranandani Gardens Octavius,,ready to move,,Powai Hospital,,Mumbai
2,31500000,3.15 Cr,Vile Parle East,ARG Life Space LLP,Vile Parle East,740.0,Aug '26,Vile Parle Railway Station,Dr. Sumitrabai Wagh Maternity Hospital,Agarwal Market,Mumbai
3,29500000,2.95 Cr,Sambhaji Nagar Mulund West,Ashwin Sheth Group and Emami Group,,1091.0,ready to move,,,,Mumbai
3,77500000,7.75 Cr,Byculla West,Marathon Realty & Adani Group,,1408.0,ready to move,Byculla Station (W) Bus Stop,Balaji Hospital,,Mumbai
2,26000000,2.60 Cr,Thakur Village,SD Corporation Pvt. Ltd.,Thakur Village is available for purchase at price of ₹2,763.0,ready to move,,Satya Specialist Hospital,Reliance Mall Borivali,Mumbai
2,18500000,1.85 Cr,Ghatkopar East,Rare Townships,,634.0,ready to move,Ghatkopar Railway Station,Kamdar Nursing Home,"R City, Neelyog Square",Mumbai
2,16700000,1.67 Cr,Bhandup West,Nathan Properties,,675.0,Jun '28,Nahur Railway Station,SAS Hospital,,Mumbai
3,40500000,4.05 Cr,Goregaon West,Sunteck Realty Ltd.,,1400.0,Jun '30,Lower Malad Metro Station|5 minutes,Prarthana Hospital and ICU,New Star Bazar,Mumbai
3,130135000,13.01 Cr,Gamdevi,Shapoorji Pallonji Real Estate,a well-connected area of Gamdevi,1531.0,Aug '30,Gaondevi Police Station Bus Stop,,Prime Down Town Mall,Mumbai
1,193000,1.9 Lac,Lower Parel,Sanghvi S3 Group,,442.0,Jul '27,Lower Parel Metro Station|5 minutes,Mansi Maternity Nursing Home,Lifestyle,Mumbai
3,34143150,3.41 Cr,Central Area,Nahar Group,,1068.0,Jun '28,,,,Mumbai
1,21601600,2.16 Cr,Jogeshwari West,Sayba Group,Jogeshwari West is available at the price of ₹2,450.0,Jun '29,Lower Oshiwara Metro Station|5 minutes,Mother Care Hospital, R Odeon Mall,Mumbai
3,39000000,3.90 Cr,Shastri Nagar Santacruz West,Dheeraj Realty,,,ready to move,,,,Mumbai
2,23000000,2.30 Cr,Chandivali,Srishti Group,,,ready to move,Oshiwara Police Station Bus Stop,Nahar Medical Center,DMart,Mumbai
2,24000000,2.40 Cr,Santacruz East,Sagar Builders,,,ready to move,Vakola Bridge,R. K. Hospital,Matro Mall,Mumbai
3,12001200,1.20 Cr,Ramdev Park,Pradeep Associates,,856.0,ready to move,,Dr Pravin Singh,,Mumbai
2,22500000,2.25 Cr,Amboli,Can Group,,650.0,ready to move,,Anand Hospital,,Mumbai
3,79999999,7.99 Cr,Kala Nagar,Adani Realty,,1450.0,ready to move,,Guru Nanak Hospital,,Mumbai
2,13034000,1.30 Cr,Beverly Park,Sunteck Realty Ltd.,,665.0,Dec '28,,Karuna,,Mumbai
2,22500000,2.25 Cr,Nahur East,Neelam Realtors,Nahur East,,ready to move,,Fortis Hospital,Neptune Magnet,Mumbai
2,15200000,1.52 Cr,Ghatkopar West,Rockline Group,,,ready to move,Ghatkopar Metro Station|5 minutes,Supreme Multi Speciality Hospital LLP,R City Mall,Mumbai
4,320000000,32 Cr,Haji Ali Government Colony,Piramal Realty,Piramal Mahalaxmi,,ready to move,,All India Institute Of Physical Medicine And Rehabilitation,,Mumbai
2,27208750,2.72 Cr,Goregaon West,Kolte Patil Developers,,,Aug '30,Lower Malad Metro Station|5 minutes,Matoshree Gomanti Hospital,New Star Bazar,Mumbai
3,27000000,2.70 Cr,Kanjurmarg East,Runwal Group,,982.0,Jan '28,Bhandup Railway Station,Ankur Hospital,,Mumbai
3,61000000,6.10 Cr,Powai,L & T Realty,Powai is available for purchase at price of ₹6,,Dec '27,Jama Masjid Bus Stop,Dhanvantari,D Mall,Mumbai
2,25000200,2.50 Cr,Borivali East,CCI Projects Pvt. Ltd.,Cci Rivali Park Skyleap,950.0,Jul '32,Magathane Metro Station|5 minutes,DMS Laser Eye Hospital,Thakur Mall Kandivali,Mumbai
1,11600000,1.16 Cr,Kurla West,Omkar Realtors and Developers Pvt. Ltd.,,410.0,ready to move,Kurla Railway Station,CritiCare Asia Multi Specialty Hospital,Max star,Mumbai
2,19001500,1.90 Cr,Chembur,Roswalt Realty,,700.0,Dec '29,Ashok Nagar Bus Stop,Jai Hind Hospital,K Stars Mall,Mumbai
2,23914500,2.39 Cr,Chembur,Roswalt Realty,a well-connected area of Chembur,,Dec '27,Chembur Camp Bus Stop,Mangal Anand Hospital,K Star Mall,Mumbai
2,42000000,4.20 Cr,Mahim,Shagun Builders and Yatee Real Estate Pvt. Ltd.,,,ready to move,Mahim Junction Railway Station,Radhibai Watumull Chest Hospital,Phoenix Marketcity Mall,Mumbai
3,50000000,5 Cr,Vikhroli East,Godrej Properties,,1250.0,ready to move,Vikhroli Police Station Bus Stop,Adi Arogyam Suman Ramesh Tulsiani Hospital,,Mumbai
3,42500000,4.25 Cr,Malad East,Omkar Realtors and Developers Pvt. Ltd.,,,ready to move,Malad Railway Station (E) Bus Stop,Suvidha,Express Zone Mall,Mumbai
3,50000000,5 Cr,Gokuldham,DB Realty Pvt. Ltd.,Gokuldham is available at the price of ₹5 Cr,1350.0,ready to move,,,,Mumbai
4,167500000,16.75 Cr,Worli,Raheja Universal Pvt. Ltd.,,1800.0,ready to move,Worli Metro Station|5 minutes,Shobha Hospital,BIg Bazaar,Mumbai
2,23900000,2.39 Cr,Mulund West,Piramal Realty,Mulund West,855.0,Dec '27,Mulund Depot Bus Stop,Padmashree Nursing Home,Nirmal Lifestyle II Mall,Mumbai
3,150000000,15 Cr,1560 sqft,Lodha Developers Limited,,,,Prem Nagar Bus Stop,St. Elizabeth's Hospital,,Mumbai
2,26500000,2.65 Cr,Borivali East,CCI Projects Pvt. Ltd.,,814.0,Jul '32,Magathane Metro Station|5 minutes,Galaxy Multispeciality Hospital,Thakur Mall Kandivali,Mumbai
3,69900000,6.99 Cr,Chandivali,L & T Realty,,,ready to move,Oshiwara Police Station Bus Stop,Pranjali Hospital,DMart,Mumbai
2,30000000,3 Cr,Parel,Omkar Realtors and Developers Pvt. Ltd.,,750.0,ready to move,Sewree Naka Bus Stop,P.D. Hinduja Hospital,,Mumbai
1,5900000,59 Lac,Vinay Nagar,Seven Eleven Construction Pvt. Ltd,,,ready to move,Mira Road Railway Station,Adcare,,Mumbai
1,11200000,1.12 Cr,kshitij apartment Goregaon East,Kshitij Builders & Developers,kshitij apartment Goregaon East,430.0,ready to move,,,,Mumbai
2,25000000,2.50 Cr,Wadala East,Lodha Group,Wadala East is available at the price of ₹2,640.0,ready to move,Wadala Bridge Monorail Station,,,Mumbai
2,10500000,1.05 Cr,Mira Road,Hubtown Ltd.,Mira Road,,ready to move,Mira Road Railway Station,Bhakti Vedant Hospital,PVR Cinemas,Mumbai
2,9500000,95 Lac,Mira Road,Cooperative Group Housing Society,,,ready to move,Mira Road Railway Station,Manihar Hospital,PVR Cinemas,Mumbai
4,135000000,13.50 Cr,Kandivali East,Raheja Universal Pvt. Ltd.,a well-connected area of Kandivali East,2214.0,ready to move,Poisar Metro Station|5 minutes,City Multispeciality Hospital,Thakur Mall Kandivali East,Mumbai
2,25800000,2.58 Cr,Goregaon West,Sunteck Realty Ltd.,,645.0,ready to move,Lower Malad Metro Station,SRV Hospitals - Goregaon,New Star Bazar,Mumbai
4,75100000,7.51 Cr,Dattapada,CCI Projects Pvt. Ltd.,Dattapada is available at the price of ₹7,1900.0,ready to move,Rajendra Nagar Bus Stop,Galaxy Multispeciality Hospital,Thakur Mall Kandivali,Mumbai
3,42500000,4.25 Cr,Andheri East,Lodha Developers Limited,,1300.0,ready to move,"Andheri metro station, Mumbai|5 minutes",Lt Hospital,Star Market,Mumbai
3,32000000,3.20 Cr,Kanjur Village,Aadi Properties,Kanjur Village,1360.0,ready to move,,,,Mumbai
2,24500000,2.45 Cr,Malad West,K Raheja Realty,,,ready to move,Malad West Metro Station|5 minutes,Adarsh Hospital,Inorbit Mall ,Mumbai
4,105000000,10.50 Cr,Andheri East,Sheth Creators,Andheri East,,ready to move,"Andheri metro station, Mumbai|5 minutes",DR. F. F. Pardiwala,Akruti One World Mall,Mumbai
2,22500000,2.25 Cr,Mulund West,Ashwin Sheth Group and Emami Group,,765.0,ready to move,Mulund Depot Bus Stop,Padmashree Nursing Home,Nirmal Lifestyle II Mall,Mumbai
3,41000000,4.10 Cr,Borivali West,Amann Group,,,ready to move,Borivali (West) Metro Station|5 minutes,Madhav Baug,D-Victorian Mall,Mumbai
1,11500000,1.15 Cr,Kandivali West,Hiral Homes,,,ready to move,Mahavir Nagar Metro Station|5 minutes,Shlokam Healthcare,Raghuleela Mall,Mumbai
4,125000000,12.50 Cr,Malad East,Omkar Realtors and Developers Pvt. Ltd.,Omkar Alta Monte which is a 9 years old construction,3311.0,ready to move,Malad Railway Station (E) Bus Stop,Sudha Hospital,Metro Bazaar,Mumbai
2,19900000,1.99 Cr,Thakur Complex,Kanakia Spaces Realty Pvt. Ltd.,Thakur Complex is available for purchase at price of ₹1,,ready to move,Suruchi \u002F Kankia Park Bus Stop,,,Mumbai
3,42300000,4.23 Cr,Powai,Hiranandani Developers,Powai,,ready to move,Kensington Sez-1 Bus Stop,Nihal Nursing,D Mall,Mumbai
1,14000000,1.40 Cr,Kanjurmarg East,Kanakia Spaces Realty Pvt. Ltd.,a well-connected area of Kanjurmarg East,449.0,ready to move,Bhandup Railway Station,Ankur Hospital,,Mumbai
2,20500000,2.05 Cr,Orlem,Metro Associates,,640.0,ready to move,,,,Mumbai
2,14000000,1.40 Cr,Nahur East,Kings Builders and Developers,,,ready to move,,Fortis Hospital,Neptune Magnet,Mumbai
6,68000000,6.80 Cr,Bandra West,Pardis Tirumala LLP,,,Jul '26,Bandra Railway Station (W) Bus Stop,Lilavati Hospital and Research Centre,Shoppers Stop,Mumbai
1,12000000,1.20 Cr,Mulund East,Milind and Associates,,455.0,ready to move,Mulund (E) Bus Stop,Ashirvad Criticare Multispeciality Hospital,A - Mart Super Market,Mumbai
2,19700000,1.97 Cr,Ashok Nagar Kandivali East,Benzer Group,Ashok Nagar Kandivali East is available for purchase at price of ₹1,,ready to move,,Shreeji Hospital,,Mumbai
3,97000000,9.70 Cr,Shivaji Park,Prathamesh Developers,,1265.0,Nov '26,,Symbiosis Speciality Hospital.,,Mumbai
2,24000000,2.40 Cr,Govandi,MJ Shah,,925.0,ready to move,Lallubhai Compound or Dr.Ambedkar Chowk Bus Stop,,Phoenix Marketcity Mall,Mumbai
2,18800000,1.88 Cr,Wadala East,Ajmera Realty & Infra India Ltd.,,,ready to move,Wadala Bridge Monorail Station,,,Mumbai
1,7700000,77 Lac,Mira Road,SK Heights Pvt. Ltd,,,ready to move,Mira Road Railway Station,Bhakti Vedant Hospital,"D Mart, Hatkesh Udhog Nagar",Mumbai
1,12000000,1.20 Cr,Siddheshwar Nagar,Omkar Realtors and Developers Pvt. Ltd.,,333.0,ready to move,,,,Mumbai
2,17500000,1.75 Cr,Jogeshwari East,Nexus Builders,a well-connected area of Jogeshwari East,,,Mogra Metro Station|5 minutes,Swapnapurti Hospital,,Mumbai
1,11000000,1.10 Cr,Goregaon East,Mantri Realty Ltd.,,495.0,ready to move,Aarey Metro Station|5 minutes,Hira Surgical,"The Hub Mall,",Mumbai
2,24000000,2.40 Cr,Borivali West,Paradigm Realty & Dotom Realty,,715.0,ready to move,Borivali (West) Metro Station|5 minutes,Pulse,N-MORE,Mumbai
3,41100000,4.11 Cr,Chembur,Tricity Reality Pvt. Ltd.,Chembur is available at the price of ₹4,1111.0,ready to move,Dr. Ambedkar Udyaan \u002F Chembur Railway Station Bus Stop,"Zen Multi Speciality Hospital, Chembur, Mumbai",Food Bazaar,Mumbai
3,68000000,6.80 Cr,Powai,L & T Realty,Powai is available for purchase at price of ₹6,1230.0,ready to move,Kensington Society Bus Stop,Dr L H Hiranandani Hospital,Empire Plaza,Mumbai
2,28000000,2.80 Cr,Goregaon East,JP Infra,a well-connected area of Goregaon East,838.0,ready to move,Aarey Metro Station|5 minutes,Nalini Speciality Hospital,"The Hub Mall,",Mumbai
2,29000000,2.90 Cr,Goregaon West,Ekta World,,775.0,ready to move,Lower Malad Metro Station|5 minutes,Kapadia Multi-Speciality Hospital,New Star Bazar,Mumbai
2,20000000,2 Cr,659 sqft,Piramal Realty,,,ready to move,,Padmashree Nursing Home,,Mumbai
1,6100000,61 Lac,Goregaon East,Royal Palms,,500.0,ready to move,Aarey Metro Station|5 minutes,Vishwakripa Hospital,Oberoi Mall,Mumbai
4,102500000,10.25 Cr,Dadar East,Bombay Realty,,2100.0,ready to move,Dadar (E) Tt Circle Bus Stop,Dr Karvar Hospital,Hindmata Mall,Mumbai
3,37800000,3.78 Cr,Goregaon West,Sunteck Realty Ltd.,,1035.0,ready to move,Lower Malad Metro Station,SRV Hospitals - Goregaon,New Star Bazar,Mumbai
1,8000000,80 Lac,Saikrupa Society,SHRADDHA LANDMARK PVT. LTD,,328.0,ready to move,,,,Mumbai
3,37500000,3.75 Cr,Goregaon West,AOS Developments,,,ready to move,Lower Malad Metro Station|5 minutes,Kapadia Multispeciality Hospital,Vijay Sales,Mumbai
3,36000000,3.60 Cr,LBS Road,L&T Realty,,1050.0,ready to move,,,,Mumbai
2,18500000,1.85 Cr,Malad West,Transcon Developers and Sheth Creators,,617.0,ready to move,Malad West Metro Station|5 minutes,Surana Hospital & Research Centre,Fbb,Mumbai
2,15500000,1.55 Cr,Mira Road,Tanvi Group,,,ready to move,Mira Road Railway Station,Bharat Ratna Indira Gandhi Hospital,"D Mart, Hatkesh Udhog Nagar",Mumbai
1,9750000,97.5 Lac,Borivali East,Dimples Group,Borivali East is available at the price of ₹97,,ready to move,Magathane Metro Station|5 minutes,Indira IVF,The Zone Mall,Mumbai
3,47500000,4.75 Cr,Borivali East,Oberoi Realty Ltd.,Borivali East is available at the price of ₹4,1073.0,ready to move,Magathane Metro Station|5 minutes,DMS Laser Eye Hospital,The Zone Mall,Mumbai
3,44800000,4.48 Cr,Malad West,Transcon Developers and Sheth Creators,,,ready to move,Malad West Metro Station|5 minutes,Vivanta Milti Speciality Hospital,Croma,Mumbai
3,46000000,4.60 Cr,Malad West,Transcon Developers and Sheth Creators,Malad West is available at the price of ₹4,1233.0,ready to move,Malad West Metro Station|5 minutes,Surana Hospital & Research Centre,Palm Court Shopping Complex,Mumbai
